-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
360,66
355,96
360,126
385,36
400,16
527,126
520,96
510,66
485,36
460,16
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
15,156
35,156
53,156
71,156
89,156
107,156
130,156
153,156
171,156
189,156
207,156
225,156
245,156
268,156
286,156
304,156
322,156
340,156
360,156
401,186
437,186
473,186
509,156
527,156
545,156
563,156
581,156
599,156
617,156
640,156
658,156
676,156
694,156
712,156
735,156
758,156
776,156
794,156
812,156
830,156
853,156
20,180
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,180
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,180
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,180
414,180
-50,-50
464,180
504,180
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,180
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,180
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,180
20,198
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,198
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,198
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,198
414,198
-50,-50
464,198
504,198
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,198
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,198
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,198
20,216
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,216
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,216
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,216
414,216
-50,-50
464,216
504,216
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,216
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,216
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,216
20,234
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,234
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,234
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,234
414,234
-50,-50
464,234
504,234
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,234
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,234
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,234
20,252
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,252
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,252
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,252
414,252
-50,-50
464,252
504,252
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,252
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,252
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,252
15,272
35,272
53,272
71,272
89,272
107,272
130,272
153,272
171,272
189,272
207,272
225,272
245,272
268,272
286,272
304,272
322,272
340,272
-50,-50
-50,-50
437,300
-50,-50
-50,-50
527,272
545,272
563,272
581,272
599,272
617,272
640,272
658,272
676,272
694,272
712,272
735,272
758,272
776,272
794,272
812,272
830,272
853,272
15,320
35,320
53,320
71,320
89,320
107,320
130,320
153,320
171,320
189,320
207,320
225,320
245,320
268,320
286,320
304,320
322,320
340,320
-50,-50
-50,-50
437,300
-50,-50
-50,-50
527,320
545,320
563,320
581,320
599,320
617,320
640,320
658,320
676,320
694,320
712,320
735,320
758,320
776,320
794,320
812,320
830,320
853,320
20,340
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,340
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,340
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,340
414,340
-50,-50
464,340
504,340
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,340
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,340
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,340
20,358
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,358
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,358
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,358
414,358
-50,-50
464,358
504,358
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,358
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,358
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,358
20,376
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,376
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,376
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,376
414,376
-50,-50
464,376
504,376
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,376
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,376
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,376
20,394
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,394
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,394
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,394
414,394
-50,-50
464,394
504,394
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,394
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,394
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,394
20,412
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,412
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,412
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,412
414,412
-50,-50
464,412
504,412
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,412
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,412
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,412
15,440
35,440
53,440
71,440
89,440
107,440
130,440
153,440
171,440
189,440
207,440
225,440
245,440
268,440
286,440
304,440
322,440
340,440
-50,-50
-50,-50
437,455
-50,-50
-50,-50
527,440
545,440
563,440
581,440
599,440
617,440
640,440
658,440
676,440
694,440
712,440
735,440
758,440
776,440
794,440
812,440
830,440
853,440
15,475
35,475
53,475
71,475
89,475
107,475
130,475
153,475
171,475
189,475
207,475
225,475
245,475
268,475
286,475
304,475
322,475
340,475
-50,-50
-50,-50
437,455
-50,-50
-50,-50
